ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-01-30,8612.239727281267,-379.44811497765244,24780.52594624549,8612.239727281267,8612.239727281267,3353.7605489597086,3353.7605489597086,3353.7605489597086,3353.7605489597086,3353.7605489597086,3353.7605489597086,0.0,0.0,0.0,11966.000276240975
2017-01-31,8684.471702399409,-1816.0753779209608,23907.059566743057,8684.471702399409,8684.471702399409,3102.31504287939,3102.31504287939,3102.31504287939,3102.31504287939,3102.31504287939,3102.31504287939,0.0,0.0,0.0,11786.7867452788
2017-02-01,8756.70367751755,-1380.018658903222,24078.421836049678,8756.70367751755,8756.70367751755,2283.0625598095926,2283.0625598095926,2283.0625598095926,2283.0625598095926,2283.0625598095926,2283.0625598095926,0.0,0.0,0.0,11039.766237327141
2017-02-02,8828.93565263569,-3031.129826603724,22347.840405099138,8828.93565263569,8828.93565263569,1050.8299683953212,1050.8299683953212,1050.8299683953212,1050.8299683953212,1050.8299683953212,1050.8299683953212,0.0,0.0,0.0,9879.76562103101
2017-02-03,8901.167626243341,-2957.877340375855,22426.480456888796,8901.167626243341,8901.167626243341,334.5020312748939,334.5020312748939,334.5020312748939,334.5020312748939,334.5020312748939,334.5020312748939,0.0,0.0,0.0,9235.669657518236
2017-02-04,8973.399599850993,-8433.736259503186,15904.705895875379,8973.399599850993,8973.399599850993,-5651.245458965376,-5651.245458965376,-5651.245458965376,-5651.245458965376,-5651.245458965376,-5651.245458965376,0.0,0.0,0.0,3322.1541408856165
2017-02-05,9045.631573458644,-8524.02970115843,17680.759911518537,9045.631573458644,9045.631573458644,-4473.224692358354,-4473.224692358354,-4473.224692358354,-4473.224692358354,-4473.224692358354,-4473.224692358354,0.0,0.0,0.0,4572.40688110029
2017-02-06,9117.863547066296,-510.83759594445735,25237.12287588695,9117.863547066296,9117.863547066296,3353.7605489492857,3353.7605489492857,3353.7605489492857,3353.7605489492857,3353.7605489492857,3353.7605489492857,0.0,0.0,0.0,12471.624096015581
2017-02-07,9190.095520673945,-225.36486155756927,25834.902208017586,9190.095520673945,9190.095520673945,3102.3150428819026,3102.3150428819026,3102.3150428819026,3102.3150428819026,3102.3150428819026,3102.3150428819026,0.0,0.0,0.0,12292.410563555848
2017-02-08,9262.327494281599,-271.75936665296484,24423.579690546074,9262.327494281599,9262.327494281599,2283.0625598116308,2283.0625598116308,2283.0625598116308,2283.0625598116308,2283.0625598116308,2283.0625598116308,0.0,0.0,0.0,11545.39005409323
2017-02-09,9334.559467889248,-2369.0113354941873,22343.17506903526,9334.559467889248,9334.559467889248,1050.8299683931873,1050.8299683931873,1050.8299683931873,1050.8299683931873,1050.8299683931873,1050.8299683931873,0.0,0.0,0.0,10385.389436282436
2017-02-10,9406.791441496902,-2006.6042063161601,22228.62242554334,9406.791441496902,9406.791441496902,334.50203127000935,334.50203127000935,334.50203127000935,334.50203127000935,334.50203127000935,334.50203127000935,0.0,0.0,0.0,9741.29347276691
2017-02-11,9479.023415104552,-9541.369638911829,16424.177164081906,9479.023415104552,9479.023415104552,-5651.2454589729405,-5651.2454589729405,-5651.2454589729405,-5651.2454589729405,-5651.2454589729405,-5651.2454589729405,0.0,0.0,0.0,3827.777956131611
2017-02-12,9551.255388712203,-7665.266148721365,17147.946451321302,9551.255388712203,9551.255388712203,-4473.224692361406,-4473.224692361406,-4473.224692361406,-4473.224692361406,-4473.224692361406,-4473.224692361406,0.0,0.0,0.0,5078.030696350797
2017-02-13,9623.487362319856,885.1110211069781,25314.689652275276,9623.487362319856,9623.487362319856,3353.7605489588595,3353.7605489588595,3353.7605489588595,3353.7605489588595,3353.7605489588595,3353.7605489588595,0.0,0.0,0.0,12977.247911278715
2017-02-14,9695.719335927506,-538.0970036184715,25950.85994867489,9695.719335927506,9695.719335927506,3102.315042879688,3102.315042879688,3102.315042879688,3102.315042879688,3102.315042879688,3102.315042879688,0.0,0.0,0.0,12798.034378807195
2017-02-15,9767.95130953516,-575.0821043454606,26052.94190166723,9767.95130953516,9767.95130953516,2283.0625598099414,2283.0625598099414,2283.0625598099414,2283.0625598099414,2283.0625598099414,2283.0625598099414,0.0,0.0,0.0,12051.0138693451
